Número de proceso,Nombre de proceso,Tipo de proceso,Fecha de apertura,Estado,Unidad ejecutora
38/4-1412-LPR25,"ADQUISICIÓN ELEMENTOS DE LIBRERIA PARA LA ESCUELA  NACIONAL DE PESCA ""COMANDANTE LUIS PIEDRA BUENA""",Licitación Privada,31/10/2025 11:00 Hrs.,Publicado,1089
38/4-1413-LPR25,ADQUISICIÓN DE INSUMOS DE ELECTRÓNICA E INFORMÁTICA PARA ESCUELA NACIONAL DE PESCA,Licitación Privada,31/10/2025 10:00 Hrs.,Publicado,1089
84/30-1652-LPR25,Adquisición de de artículos de Librería para el LMGP,Licitación Privada,06/11/2025 10:00 Hrs.,Publicado,1028
52-0057-LPU25,"Provision, instalación y traslado de modulos",Licitación Pública,14/11/2025 12:00 Hrs.,Publicado,719
96-0067-LPR25,TELAS VARIAS,Licitación Privada,04/11/2025 13:00 Hrs.,Publicado,715
45-0006-LPR25,Adquisición de equipamiento de red -LAN Switches y transceivers-,Licitación Privada,12/11/2025 14:00 Hrs.,Publicado,727
14/3-0041-LPU25,"INSUMOS DE FERRETERÍA, HERRERÍA Y HERRAMIENTAS",Licitación Pública,19/11/2025 10:30 Hrs.,Publicado,948
38/6-1415-LPR25,ADQUISICION MATERIALES DE CONSTRUCCION PARA RECUPERACION AMPL. Y RENOVACION VIVIENDAS FISCALES BNUS,Licitación Privada,05/11/2025 09:00 Hrs.,Publicado,1116
21-0039-LPR25,CONTRATACION SERVICIO DE LIMPIEZA DELEGACION FORMOSA,Licitación Privada,11/11/2025 12:00 Hrs.,Publicado,698
21-0040-LPR25,CONTRATACION SERVICIO DE LIMPIEZA DELEGACION CORRIENTES,Licitación Privada,11/11/2025 12:00 Hrs.,Publicado,698
37/84-0905-CDI25,"ADQUISICIÓN DE ANTENAS DE INTERNET SATELITAL PARA EL ESCUADRÓN 14 ""LAS PALMAS""",Contratación Directa,10/11/2025 11:00 Hrs.,Publicado,1207
96-0066-LPU25,PAÑALES DESCARTABLES PARA ADULTOS Y PEDIÁTRICOS,Licitación Pública,31/10/2025 13:00 Hrs.,Publicado,715
14/3-0089-LPR25,SERVICIO DE INSPECCIÓN DE OBRAS Y PREPARACIÓN DOCUMENTAL DE GAS CENTRO ATOMICO BARILOCHE,Licitación Privada,17/11/2025 09:00 Hrs.,Publicado,948
38/6-1419-LPR25,ADQUISICION DE SILLAS DE RUEDAS PARA EL HOSPITAL NAVAL USHUAIA,Licitación Privada,03/11/2025 09:00 Hrs.,Publicado,1116
46/24-0063-LPR25,ADQUISICION DE MATERIAL PARA SELLADO DE FISURAS,Licitación Privada,31/10/2025 13:00 Hrs.,Publicado,777
38/19-0387-LPU25,ADQUISICIÓN DE ELEMENTOS DE HABITABILIDAD – PERSONAL NO RESIDENTE - JEMI,Licitación Pública,03/11/2025 07:00 Hrs.,Publicado,1088
18-0016-LPR25,ADQUISION EQUIPOS  DE AIRE ACONDICIONADO - AMBAS SEDES INAES,Licitación Privada,03/11/2025 12:00 Hrs.,Publicado,735
84/89-1674-LPR25,Contratación de servicio de mantenimiento y reparación de equipos de aire acondicionado,Licitación Privada,04/11/2025 09:00 Hrs.,Publicado,1045
40/28-0554-LPR25,ADQ. DE AGENTES EXTINTORES Y ACCESORIOS PARA LOS  VEHICULOS DE EXTINCIÓN DE INCENDIOS DEL AMRC,Licitación Privada,04/11/2025 11:00 Hrs.,Publicado,866
37/9-0185-LPR25,SERVICIO DE ALQUILER DE FOTOCOPIADORAS,Licitación Privada,10/11/2025 10:00 Hrs.,Publicado,1139
84/134-0945-LPU25,ADQUISICION DE EFECTOS DE BIENES DE USO PARA EL COMEDOR DEL CDO FDR,Licitación Pública,03/11/2025 08:30 Hrs.,Publicado,1009
84/140-0946-LPU25,ADQUIRIR ELEMENTOS DE LIMPIEZA Y AFINES – ACTIVIDADES OPERACIONALES – RI MTE 28,Licitación Pública,06/11/2025 09:00 Hrs.,Publicado,1014
84/140-0947-LPU25,ADQUIRIR ARTICULOS DE LIBRERÍA  – ACTIVIDADES OPERACIONALES – RI MTE 28,Licitación Pública,06/11/2025 09:00 Hrs.,Publicado,1014
84/140-0948-LPU25,"ADQUIRIR ARTICULOS DE FERRETERÍA, PINTURAS Y MAT. DE CONST. –  ACTIVIDADES OPERACIONALES - RI MTE 28",Licitación Pública,06/11/2025 09:00 Hrs.,Publicado,1014
84/140-0949-LPU25,INSUMOS PARA SANIDAD -  ACTIVIDADES OPERACIONALES – RI MTE 28,Licitación Pública,06/11/2025 09:00 Hrs.,Publicado,1014
40/24-0779-CDI25,Adquisición de bloques de hormigón para el Barrio Aeronáutico Comodoro Rivadavia,Contratación Directa,31/10/2025 10:00 Hrs.,Publicado,860
84/26-0950-LPU25,ADQUISICION DE UN TRANSFORMADOR DE 1000 Kva PARA EL HOSPITAL GENERAL 601-HOSPITAL MILITAR CENTRAL,Licitación Pública,10/11/2025 09:00 Hrs.,Publicado,1025
30-0022-LPU25,Adquisición de ELEMENTOS QUE COMPONEN LOS UNIFORMES DE CADETES,Licitación Pública,04/11/2025 10:30 Hrs.,Publicado,1264
142-0005-LPR25,Adquisición de útiles y artículos de librería,Licitación Privada,13/11/2025 12:00 Hrs.,Publicado,642
84/29-1685-LPR25,REPARACIÓN DEL TECHO DEL EDIFICIO N° 8,Licitación Privada,31/10/2025 08:00 Hrs.,Publicado,1027
84/81-1686-LPR25,ADQUISICION DE MATERIALES PARA OPTIMIZACIÓN DEL SISTEMA DE ENERGÍA Y DATOS - B MANT COM 601,Licitación Privada,03/11/2025 09:00 Hrs.,Publicado,1043
74/36-0542-LPR25,ADQUISICIÓN DE NEUMÁTICOS PARA VEHÍCULOS OFICIALES DE LA RN FORMOSA,Licitación Privada,31/10/2025 15:00 Hrs.,Publicado,1254
38/25-1424-LPR25,ADQUISICIÓN DE INSUMOS ODONTOLÓGICOS PARA SANIDAD BASE AERONAVAL PUNTA INDIO,Licitación Privada,04/11/2025 08:00 Hrs.,Publicado,1122
38/25-1425-LPR25,ADQUISICION DE INSUMOS MEDICOS PARA SANIDAD DE BASE AERONAVAL PUNTA INDIO,Licitación Privada,31/10/2025 07:00 Hrs.,Publicado,1122
55-0047-CDI25,SERVICIO DE MANTENIMIENTO DE ASCENSORES Y PLATAFORMA TRANSPORTADORA,Contratación Directa,20/11/2025 11:00 Hrs.,Publicado,1266
92-0005-LPU25,SERVICIO DE LIMPIEZA INTEGRAL PARA LAS INSTALACIONES DE LA BIBLIOTECA NACIONAL MARIANO MORENO.,Licitación Pública,06/11/2025 11:00 Hrs.,Publicado,1103
40/52-0781-CDI25,Adquisición de Repuestos y Accesorios para Maquinarias para el IUA,Contratación Directa,07/11/2025 10:00 Hrs.,Publicado,1308
92-0010-LPR25,INSTALACION DE SISTEMA DE DETECCION Y ALARMA CONTRA INCENDIOS PARA EL MUSEO DEL LIBRO Y DE LA LENGUA,Licitación Privada,18/11/2025 11:00 Hrs.,Publicado,1103
46/22-0423-CDI25,ADQUISICIÓN DE MATERIALES ELÉCTRICOS (SEGUNDO LLAMADO) PARA EL 22º DISTRITO FORMOSA,Contratación Directa,03/11/2025 09:00 Hrs.,Publicado,775
84/99-1694-LPR25,ADQUISICION DE PRODUCTOS MEDICOS DESCARTABLES,Licitación Privada,10/11/2025 07:00 Hrs.,Publicado,1046
68-0020-LPU25,"SERVICIO DE LIMPIEZA - ANLIS SEDE CENTRAL, CNGM, CENDIE, FATALA CHABEN",Licitación Pública,06/11/2025 12:00 Hrs.,Publicado,963
40/28-0555-LPR25,ADQUISICION DE REPUESTOS PARA MAQUINA DE RED CLOACAL,Licitación Privada,31/10/2025 11:00 Hrs.,Publicado,866
74/42-0547-LPR25,Adquisición equipo Desfibrilador portátil e insumos para DEA,Licitación Privada,31/10/2025 10:00 Hrs.,Publicado,1060
37/36-0914-CDI25,“ADQUISICION DE ALIMENTOS PARA CANES ADULTOS Y CACHORROS”,Contratación Directa,07/11/2025 09:00 Hrs.,Publicado,1165
74/42-0550-LPR25,Adquisición de elementos de seguridad para el personal del PNCT,Licitación Privada,03/11/2025 10:00 Hrs.,Publicado,1060
38/15-0389-LPU25,Provisión integral de raciones colaciones instituto y navegación para zona naval 75 IBPB,Licitación Pública,12/11/2025 10:00 Hrs.,Publicado,1300
38/15-0393-LPU25,"Adquisición de cortes cárnicos, filet de merluza, pollo y huevo fresco 1° trimestre 2026 para IBBA",Licitación Pública,18/11/2025 10:00 Hrs.,Publicado,1300
38/15-0395-LPU25,"Adquisición de víveres secos, condimentos, dulces y conservas 4° trimestre para IBPB.",Licitación Pública,17/11/2025 10:00 Hrs.,Publicado,1300
38/15-0399-LPU25,Adquisición de lácteos y panificados 1° trimestre 2026 para la IBBA.,Licitación Pública,18/11/2025 10:00 Hrs.,Publicado,1300
40/24-0792-CDI25,Adquisición de Elementos para Generadores y Lubricantes - Grupo 2 de Comunicaciones - Nuevo Llamado,Contratación Directa,07/11/2025 10:00 Hrs.,Publicado,860
74/42-0555-LPR25,Adquisición de indumentaria de trabajo para el personal del PN Campos del Tuyú,Licitación Privada,03/11/2025 10:00 Hrs.,Publicado,1060
38/18-0401-LPU25,"SERVICIO DE MODERNIZACIÓN SISTEMA DE BOMBEO AGUA Y COMBUSTIBLE ROMPEHIELOS A.R.A.""ALMIRANTE IRIZAR""",Licitación Pública,11/11/2025 10:00 Hrs.,Publicado,1055
18-0017-LPR25,ADQUISICION DE UTILES Y PAPELES DE OFICINA,Licitación Privada,10/11/2025 12:00 Hrs.,Publicado,735
74/16-0556-LPR25,CONTRATACIÓN SERVICIO TÉCNICO PARA LA DRC,Licitación Privada,10/11/2025 09:00 Hrs.,Publicado,989
60-0013-CDI25,SERVICIO DE MANTENIMIENTO Y SOPORTE DEL SISTEMA DE ADMINISTRACIÓN DE RECURSOS HUMANOS“SARHA”,Contratación Directa,03/11/2025 10:00 Hrs.,Publicado,745
47-0109-CDI25,Adquisición de materiales eléctricos para la Comisión de Operaciones del INIDEP,Contratación Directa,07/11/2025 10:00 Hrs.,Publicado,900
40/51-0794-CDI25,Lácteos para RESIDENCIA GERIATRICA CORDOBA,Contratación Directa,31/10/2025 08:00 Hrs.,Publicado,982
142/3-0027-LPU25,Actualización y modernización del sistema de Gestión Documental Electrónica (GDE),Licitación Pública,10/11/2025 15:00 Hrs.,Publicado,1954
40/51-0560-LPR25,Servicio de Recolección de Residuos Patógenos para la RESIDENCIA GERIATRICA CORDOBA,Licitación Privada,06/11/2025 10:00 Hrs.,Publicado,982
46/21-0429-CDI25,Adquisición de Elementos para Contadores de Tránsito del 21º DISTRITO LA PAMPA,Contratación Directa,06/11/2025 11:00 Hrs.,Publicado,774
84/89-1718-LPR25,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO Y SOPORTE DE CÁMARAS DE VIGILANCIA  - DGE.,Licitación Privada,04/11/2025 09:00 Hrs.,Publicado,1045
84/35-1719-LPR25,Servicio mantenimiento y recarga de matafuegos para el Instituto Dr. Damaso Centeno,Licitación Privada,31/10/2025 07:30 Hrs.,Publicado,1033
30-0018-CDI25,Locación de UN (1) inmueble sede de la División UNIDAD OPERATIVA FEDERAL SAN RAFAEL,Contratación Directa,06/11/2025 10:30 Hrs.,Publicado,1264
53-0008-LPR25,"CONSTRUCCIÓN, DEPÓSITO, COMEDOR Y NÚCLEO SANITARIO N° 2 del REPOSITORIO",Licitación Privada,05/11/2025 10:00 Hrs.,Publicado,938
40/24-0797-CDI25,Adquisición de Elementos de Limpieza para el Departamento Contrataciones Comodoro Rivadavia,Contratación Directa,07/11/2025 10:30 Hrs.,Publicado,860
38/33-1441-LPR25,PROVISIÓN DE INSUMOS PARA REPARACIONES DE EDIFICIO SALTA 1231 DEPENDIENTE DEL DEPTO ALCALDIA - BNMP,Licitación Privada,11/11/2025 10:00 Hrs.,Publicado,1086
14/3-0306-CDI25,SERVICIO DE CONTROL DE PLAGAS PARA  COMPLEJO TECNOLOGICO PILCANIYEU,Contratación Directa,10/11/2025 09:00 Hrs.,Publicado,948
83-0004-LPR25,ALQUILER DE VEHÍCULOS ELÉCTRICOS,Licitación Privada,11/11/2025 13:00 Hrs.,Publicado,640
46/9-0430-CDI25,Adquisición de elementos de limpieza,Contratación Directa,10/11/2025 12:00 Hrs.,Publicado,762
74/14-0561-LPR25,Provisión de agua mineral bidones 20lts.,Licitación Privada,05/11/2025 15:00 Hrs.,Publicado,1099
84/16-0959-LPU25,SERVICIO DE DISPENSACIÓN DE MEDICAMENTOS PARA EL HOSPITAL MILITAR REGIONAL PARANA - 4TO TRIM 2025,Licitación Pública,05/11/2025 09:00 Hrs.,Publicado,1018
38/19-0151-CDI25,SERVICIO DE MANT. Y REP. ACTUALIZACIÓN DE SOFTWARE PREVENTIVO Y CORRECTIVO -SISTEMA ANDROMEDA-DIPO,Contratación Directa,31/10/2025 07:00 Hrs.,Publicado,1088
98-0023-CDI25,SERVICIOS DE DESMALEZAMIENTO Y LIMPIEZA PREDIO BULNES Y AV. BELGRANO - PAC 2025,Contratación Directa,31/10/2025 11:00 Hrs.,Publicado,913
14/3-0307-CDI25,SERVICIO DE MECANIZADO DE PIEZAS,Contratación Directa,06/11/2025 09:00 Hrs.,Publicado,948
38/15-1445-LPR25,Reparación y mantenimiento de grua grove de la INTENDENCIA NAVAL BUENOS AIRES,Licitación Privada,03/11/2025 10:00 Hrs.,Publicado,1300
84/99-1728-LPR25,ADQUISICION DEL SERVICIO DE INSTALACION DE SISTEMA WEB PARA RX,Licitación Privada,06/11/2025 07:00 Hrs.,Publicado,1046
84/16-1729-LPR25,ADQUISICIÓN DE MATERIALES DE CONSTRUCCIÓN PARA CDO BR BL II Y UNIDADES DEPENDIENTES – 4TO TRIM 25.,Licitación Privada,31/10/2025 08:00 Hrs.,Publicado,1018
37/36-0922-CDI25,ADQUISICION DE ELEMENTOS DE PROTECCION PERSONAL,Contratación Directa,07/11/2025 09:00 Hrs.,Publicado,1165
16-0028-CDI25,SERVICIO DE MANTENIMIENTO DE DOS LECTORAS HARSHAW,Contratación Directa,05/11/2025 10:00 Hrs.,Publicado,676
487-0030-LPR25,Adquisición de Medicamentos de Alto Costo y Suplementos,Licitación Privada,03/12/2025 10:00 Hrs.,Publicado,1345
37/123-0923-CDI25,MANTENIMIENTO Y REPARACIÓN DE EQUIPO ELEVACIÓN 4 COLUMNAS DE TALLER MECANICO,Contratación Directa,10/11/2025 10:00 Hrs.,Publicado,1965
69-0034-CDI25,ADQUISICION ATAUDES Y BOLSAS DE OBITO,Contratación Directa,04/11/2025 12:00 Hrs.,Publicado,969
37/36-0924-CDI25,"ADQUISICION DE ELEMENTOS DE FERRETERIA, ELECTRICIDAD Y TELEFONIA",Contratación Directa,06/11/2025 09:00 Hrs.,Publicado,1165
84/6-1733-LPR25,ADQUISICIÓN DE EFECTOS CLASE II Y IV DE SANIDAD PARA RRMM,Licitación Privada,05/11/2025 09:00 Hrs.,Publicado,1002
74/33-0567-LPR25,ADQUISISCION DE INDUMENTARIA Y ELEMENTOS DE SEGURIDAD PARA EL PERSONAL DEL PN BOSQUES PETRIFICADOS,Licitación Privada,07/11/2025 10:00 Hrs.,Publicado,991
40/47-0564-LPR25,"“Adquisición de Víveres (BEBIDAS) para la ESCUELA DE AVIACIÓN MILITAR""",Licitación Privada,11/11/2025 10:00 Hrs.,Publicado,887
84/48-1734-LPR25,SERVICIO DE MANT Y REPARACION PARA EQUIPOS DE CESPED 4TO TRIM 2025 – B ING 1,Licitación Privada,05/11/2025 08:00 Hrs.,Publicado,1039
74/1-0569-LPR25,Adquisición de calzado de trabajo y trekking para agentes del PNNH,Licitación Privada,31/10/2025 12:00 Hrs.,Publicado,1282
40/24-0803-CDI25,Adquisición de Repuestos para Vehículos Terrestres – IXBA,Contratación Directa,03/11/2025 10:30 Hrs.,Publicado,860
84/19-1736-LPR25,ADQUISICIÓN DE HILADOS Y TELAS PARA EL RIM 11 (FF13),Licitación Privada,31/10/2025 08:00 Hrs.,Publicado,1021
84/16-1737-LPR25,SERVICIO DE MANTENIMIENTO Y  REPARACIÒN DE VEHICULOS BAL PARANÁ (COL) - AÑO 2025,Licitación Privada,31/10/2025 08:00 Hrs.,Publicado,1018
68-0030-LPR25,SERVICIO DE PROVISIÓN DE VIANDAS PARA RESIDENTES ANLIS Y CNGM,Licitación Privada,03/11/2025 11:00 Hrs.,Publicado,963
38/6-1447-LPR25,ADQUISICIÓN DE CABLE SUBTERRÁNEO PARA LA TOMA DE ELECTRICIDAD DE TIERRA DE LANCHA RÁPIDA INTRÉPIDA,Licitación Privada,04/11/2025 09:00 Hrs.,Publicado,1116
37/130-0926-CDI25,SERVICIO DE FUMIGACION DE LA JEFATURA DE REGION VIII Y UUDD.-,Contratación Directa,05/11/2025 10:00 Hrs.,Publicado,1246
40/52-0806-CDI25,Adquisición de Alimentos (Carnes) para el CENTRO REGIONAL UNIVERSITARIO CÓRDOBA - IUA,Contratación Directa,06/11/2025 10:00 Hrs.,Publicado,1308
38/8-1448-LPR25,ADQUIRIR MATERIALES DE PINTURA PARA MANTENIMIENTO DE LAS INSTALACIONES DE LA BASE NAVAL ZARATE.,Licitación Privada,31/10/2025 11:00 Hrs.,Publicado,1108
37/78-0927-CDI25,ADQUISICION DE ALIMENTOS PARA ELABORACION DE RACIONAMIENTO DE DETENIDOS,Contratación Directa,07/11/2025 08:00 Hrs.,Publicado,1202
40/47-0565-LPR25,“Adquisición de Pintura para el GRUPO TÉCNICO ESCUELA”,Licitación Privada,07/11/2025 10:00 Hrs.,Publicado,887
84/77-1741-LPR25,CONTRATAR SERVICIOS PARA LA CONFECCION DE RECONOCIMIENTOS HONORIFICOS Y PRESENTES PROTOCOLARES,Licitación Privada,03/11/2025 08:00 Hrs.,Publicado,1042
67-0021-CDI25,Mobiliario CPH y LNI,Contratación Directa,04/11/2025 12:00 Hrs.,Publicado,1257
38/1-1450-LPR25,Prestación del servicio de revisión y recarga de matafuegos de los distintos Departamentos del ARPB.,Licitación Privada,31/10/2025 09:30 Hrs.,Publicado,978
38/5-0408-LPU25,ADQUISICION DE REPUESTOS ELECTRONICOS PARA DPTO. ELECTRONICA,Licitación Pública,04/11/2025 09:00 Hrs.,Publicado,1115
84/77-1744-LPR25,CONTRATAR SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE AIRES ACONDIONADOS.,Licitación Privada,03/11/2025 09:00 Hrs.,Publicado,1042
38/8-1451-LPR25,"ADQUIRIR ELEMENTOS DE QUIMICOS PARA PARQUES, TANQUES Y POTABILIZACIÓN DE AGUA PARA LA BNZA.",Licitación Privada,31/10/2025 10:00 Hrs.,Publicado,1108
38/4-1452-LPR25,ADQUISICION DE CAL SODA PARA LA ESCUELA DE BUCEO,Licitación Privada,12/11/2025 10:00 Hrs.,Publicado,1089
32-0013-LPU25,Servicio de control de plagas para diversas dependencias del Ministerio por un plazo de 12 meses,Licitación Pública,12/11/2025 10:00 Hrs.,Publicado,600
38/4-1453-LPR25,ADQUISICIÓN DE EQUIPO CARDIODESFRIBILADOR (DEA) PARA EL ARSENAL NAVAL AZOPARDO,Licitación Privada,03/11/2025 10:00 Hrs.,Publicado,1089
67-0022-CDI25,Fumigación sedes Belgrano y Barracas,Contratación Directa,03/11/2025 12:00 Hrs.,Publicado,1257
84/23-1745-LPR25,CONTRATACIÓN DE UN SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE MANTENIMIENTO DE LA ESESC,Licitación Privada,31/10/2025 08:00 Hrs.,Publicado,964
84/77-1746-LPR25,ADQUISICION DE ELEMENTOS DE LIMPIEZA Y AFINES PARA ORGANISMOS DEPENDIENTES DEL EMGE,Licitación Privada,31/10/2025 08:00 Hrs.,Publicado,1042
46/18-0438-CDI25,REPARACION DE TRACTORES PAUNY,Contratación Directa,31/10/2025 10:00 Hrs.,Publicado,771
38/38-1455-LPR25,ALQUILER DE CONTENEDORES PARA LA RECOLECCION DE RESIDUOS,Licitación Privada,03/11/2025 10:00 Hrs.,Publicado,979
74-0020-CDI25,Adq de Libreta Electrónica con soporte para bastón topográfica utilizada en tareas de campo del Org.,Contratación Directa,07/11/2025 12:00 Hrs.,Publicado,911
39-0039-LPU25,ADQUISICIÓN DE GORRAS Y ATRIBUTOS DE GRADO PARA PROVEER AL PERSONAL EGRESOS Y ASCENSOS AÑO 2025.,Licitación Pública,04/11/2025 09:00 Hrs.,Publicado,1082
38/5-0409-LPU25,ADQ. DE REPUESTOS ELECTRONICOS PARA AERONAVE B200 - T-34C - ARCE - SUESEM,Licitación Pública,05/11/2025 09:00 Hrs.,Publicado,1115
14/3-0308-CDI25,SERVICIO ALQUILER FOTOCOPIADORAS GCTP,Contratación Directa,05/11/2025 09:00 Hrs.,Publicado,948
84/81-0963-LPU25,ADQUISICION DE MATERIALES PARA EL ACONDICIONAMIENTO Y PUESTA EN VALOR DE LOS PUESTOS DE GUARDIA,Licitación Pública,03/11/2025 08:00 Hrs.,Publicado,1043
46/20-0068-LPR25,"Adquisición de repuestos varios para equipos Yomel, Stihl y Lavrale.",Licitación Privada,07/11/2025 10:30 Hrs.,Publicado,773
38/5-0410-LPU25,ADQ. DE REPUESTOS ELECTRONICOS PARA AERONAVE SH,Licitación Pública,05/11/2025 10:00 Hrs.,Publicado,1115
84/12-1748-LPR25,ADQUISICIÓN DE KITS DE FILTROS PARA EQUIPOS DE ALTO RENDIMIENTO – 4TO TRIMESTRE 2025,Licitación Privada,31/10/2025 10:30 Hrs.,Publicado,1005
46/5-0439-CDI25,SERVICIO DE INTERNET PARA PUESTO DE PESAJE LOCALIDAD INGENIERO MAURY,Contratación Directa,06/11/2025 13:00 Hrs.,Publicado,758
84/12-1751-LPR25,SERVICIO DE MANTENIMIENTO INTEGRAL DE GATOS HIDRÁULICOS DE PUENTE KRUPP - 4TO TRIMESTRE 2025,Licitación Privada,31/10/2025 10:00 Hrs.,Publicado,1005
67-0024-CDI25,Artículos de Librería,Contratación Directa,11/11/2025 12:00 Hrs.,Publicado,1257
84/135-0039-CDI25,ADQUISICIÓN DE MUNICIÓN PARA EL EJERCITO ARGENTINO.,Contratación Directa,04/11/2025 10:00 Hrs.,Publicado,1010
84/135-0966-LPU25,ADQUISICIÓN DE PASAJES (SERVICIO SEMICAMA x KM) MODO AUTOMOTOR.,Licitación Pública,03/11/2025 09:00 Hrs.,Publicado,1010
46/18-0440-CDI25,REPARACION DE EQUIPOS VIALES,Contratación Directa,31/10/2025 09:00 Hrs.,Publicado,771
84/147-1756-LPR25,Adquisición de Presentes Protocolares para la Escuela Militar de Monte,Licitación Privada,31/10/2025 07:00 Hrs.,Publicado,1793
47-0111-CDI25,Adquisición de repuestos originales para turbo motor YANMAR VTR 251-2 del BIP DR. EDUARDO L. HOLMBER,Contratación Directa,05/11/2025 11:00 Hrs.,Publicado,900
84/134-0968-LPU25,"ADQUISICIÓN DE ARTÍCULOS DE FERRETERÍA, HERRAMIENTA Y MATERIALES DE CONSTRUCCIÓN PARA UUDD DEL CAAE",Licitación Pública,03/11/2025 09:30 Hrs.,Publicado,1009
47-0113-CDI25,Recorrido pistola lanza cabos BIPO VA y adquisición de cartuchos p/pistola lanza cabos BIPO MA,Contratación Directa,05/11/2025 10:00 Hrs.,Publicado,900
28-0016-LPU25,Serv. de reparación y mantenimiento integral de la cancha de hockey sobre agua del CENARD - SSD,Licitación Pública,20/11/2025 15:00 Hrs.,Publicado,749
47-0019-LPR25,Adquisición insumos y repuestos para las plantas de osmosis inversa GEFICO AQE-6M de BIPS de INIDEP,Licitación Privada,31/10/2025 10:00 Hrs.,Publicado,900
87-0011-LPR25,Adquisición de Equipamiento de Sonido para el Palacio Libertad (Ventana Sur 2025),Licitación Privada,04/11/2025 10:00 Hrs.,Publicado,1499
47-0020-LPR25,Adquisición de repuestos originales para los motores YANMAR del BIP DR. EDUARDO L. HOLMBERG,Licitación Privada,06/11/2025 11:00 Hrs.,Publicado,900
30-0023-LPU25,Mantenimiento preventivo y correctivo sobre 54 Grupos Electrógenos y 01 tablero de transferencia.,Licitación Pública,06/11/2025 10:30 Hrs.,Publicado,1264
46/21-0069-LPR25,Adquisición de aditivo para elaborar mezclas p/bacheo instantáneo en frío con material de fresado,Licitación Privada,05/11/2025 10:00 Hrs.,Publicado,774
84/77-1762-LPR25,Adquisición de efectos para refuerzo de almuerzos protocolares para Ca Int - Cu Grl EMGE,Licitación Privada,03/11/2025 08:00 Hrs.,Publicado,1042
38/1-0412-LPU25,Adquisición de cortadora de metales y morsa para caños.,Licitación Pública,05/11/2025 09:30 Hrs.,Publicado,978
46/3-0070-LPR25,ADQUSICIÓN DE FILTROS PARA UNIDADES LIVIANAS Y PESADAS,Licitación Privada,12/11/2025 12:00 Hrs.,Publicado,756
38/4-1461-LPR25,SERVICIO DE REPARACIÓN Y MANTENIMIENTO INTEGRAL DE CÁMARAS FRIGORÍFICAS ARAZ,Licitación Privada,05/11/2025 11:00 Hrs.,Publicado,1089
37/48-0933-CDI25,ADQUISICIÓN DE BATERÍAS PARA VEHÍCULOS Y MOTORES GENERADORES DEL ESCUADRÓN 25 JÁCHAL,Contratación Directa,04/11/2025 10:00 Hrs.,Publicado,1176
37/95-0935-CDI25,ADQUISICIÓN DE BIDONES DE AGUA DE 20LT,Contratación Directa,14/11/2025 10:00 Hrs.,Publicado,1218
55-0049-CDI25,LICENCIAS ADOBE,Contratación Directa,06/11/2025 11:00 Hrs.,Publicado,1266
38/38-1462-LPR25,Automatización de puertas de acceso del Hospital Naval Buenos Aires Cirujano Mayor Dr. PEDRO MALLO,Licitación Privada,04/11/2025 10:00 Hrs.,Publicado,979
84/134-0969-LPU25,ADQUISICIÓN DE SERVICIO DE MANT Y REP SIST. CLIMATIZACION PARA PISCINA DEL R ASAL AE 601,Licitación Pública,05/11/2025 08:30 Hrs.,Publicado,1009
38/1-0413-LPU25,"Adq. de reloj comparador digital de punta larga, medidor de punto rocío y otros equipos afines.",Licitación Pública,31/10/2025 09:30 Hrs.,Publicado,978
84/99-1767-LPR25,ADQUISICION DE ESTUPEFACIENTES Y PSICOFARMACOS,Licitación Privada,10/11/2025 07:00 Hrs.,Publicado,1046
38/18-1463-LPR25,SERVICIO MANTENIMIENTO A LOS INTERCAMBIADORES DE CALOR DE LOS MOTORES GENERADORES DIESEL PRINCIPALES,Licitación Privada,31/10/2025 10:00 Hrs.,Publicado,1055
84/77-1769-LPR25,Adquisición de herramientas menores para organismos dependientes.,Licitación Privada,04/11/2025 08:00 Hrs.,Publicado,1042
84/13-1770-LPR25,ADQUISICIÓN DE MOLINOS,Licitación Privada,07/11/2025 09:00 Hrs.,Publicado,1008
37/145-0937-CDI25,ADQUISICIÓN DE ELEMENTOS DE LIBRERIA,Contratación Directa,31/10/2025 10:00 Hrs.,Publicado,1963
96-0070-LPR25,ELECTROCARDIÓGRAFOS PARA VARIOS SERVICIOS.,Licitación Privada,03/11/2025 13:00 Hrs.,Publicado,715
37/72-0938-CDI25,"ELABORACION DE MANUALES DE OPERACIONES AEREAS DE LA AVIACION DE GENDARMERIA NACIONAL (MOE, SMS, MEL)",Contratación Directa,31/10/2025 10:00 Hrs.,Publicado,1199
55-0050-CDI25,SERVICIO DE MANTENIMIENTO DE ESCÁNERES,Contratación Directa,13/11/2025 11:00 Hrs.,Publicado,1266
84/28-1772-LPR25,"CAPACIT MANT DE AERONAVE NO TRIPULADA T320 Y MANT, PUESTA EN SERV BANCO DE PRUEBA DE SIST ANTIAEREOS",Licitación Privada,10/11/2025 09:00 Hrs.,Publicado,1026
40/22-0819-CDI25,SERVICIO DE REVISIÓN DE CARGA DEL TANQUE CONTENEDOR MERCEDES BENZ ZETROS,Contratación Directa,03/11/2025 10:00 Hrs.,Publicado,858
