Número de proceso,Nombre de proceso,Tipo de proceso,Fecha de apertura,Estado,Unidad ejecutora
419-3340-CME25,ADQUISICION INSUMOS INMUNOHEMATOLOGIA,Contratación  Menor,21/10/2025 09:00 Hrs.,Publicado,419 - HTAL. MARIA FERRER 
438-3315-CME25,ADQUISICION MANOMETROS - TENSIOMETROS,Contratación  Menor,21/10/2025 09:15 Hrs.,Publicado,438 - HTAL. ENRIQUE TORNU
431-3369-CME25,ADQUISICION DE APIROFUSORES- SERVICIO DE FARMACIA.,Contratación  Menor,21/10/2025 09:20 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
430-3336-CME25,RENGLONES DESIERTOS MICROBIOLOGIA (LABORATORIO CENTRAL),Contratación  Menor,21/10/2025 10:00 Hrs.,Publicado,430 - HTAL. JOSE M.RAMOS MEJIA 
410-3392-CME25,PED 304 - ADQUISICION DE INSUMOS PARA FACOEMULSIFICADOR PARA SERVICIO DE OFTALMOLOGIA,Contratación  Menor,21/10/2025 10:00 Hrs.,Publicado,410 - HTAL.TEODORO ALVAREZ  
420-3291-CME25,servicio de mantenimiento preventivo y correctivo de software,Contratación  Menor,21/10/2025 11:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
8056-1586-CDI25,Servicio de Auditoría de Seguimiento N° 2 Referencial IRAM Nº 15.,Contratación Directa,21/10/2025 11:00 Hrs.,Publicado,8056 - AGENCIA SISTEMAS DE INFORMACION
439-1754-LPU25,"FRONTO LUZ FRÍA, VALVAS CON LUZ y DESCARTABLES PARA CIRUGIA",Licitación Pública,21/10/2025 11:00 Hrs.,Publicado,439 - HTAL. BONORINO UDAONDO
3181-3248-CME25,Calibraciones Laboratorio,Contratación  Menor,21/10/2025 11:00 Hrs.,Publicado,3181 - Agencia Gubernamental de Control
3206-1692-LPU25,Serv. de reparación y mantenimiento integral de aire acondicionado para DGDCIV,Licitación Pública,21/10/2025 12:00 Hrs.,Publicado,3206 - Subsecretaria de Emergencias
401-1562-LPU25,Adquisición de Equipamiento para Diagnóstico Clínico y Esterilización,Licitación Pública,21/10/2025 12:00 Hrs.,Publicado,401 - MINISTERIO DE SALUD
427-3390-CME25,Servicio de Reparación Integral de Manómetros para Tubos de Oxígeno,Contratación  Menor,21/10/2025 13:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
4002-1575-CDI25,Evaluación Pre Trasplante Pulmonar Paciente R.M.S,Contratación Directa,21/10/2025 13:00 Hrs.,Publicado,4002 - ENTE AUTARQUICO INSTITUTO DE TRANSPLANTE                                                
3125-1561-LPU25,ELABORACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL y SOCIAL DEL PROYECTO L F- SIST. INTEGRADO DE MOVILIDAD,Licitación Pública,21/10/2025 13:00 Hrs.,Publicado,3125 - Ministerio de Infraestructura
416-3065-CME25,KIT DE ACCESORIOS PARA NEBULIZADORAS CON MALLA VIBRATORIAS-COMPRA MENOR-PED N° 41202-ABAST. 1 AÑO-,Contratación  Menor,21/10/2025 15:00 Hrs.,Publicado,416 - HTAL. CARLOS G. DURAND
416-3309-CME25,"Fenobarbital, Tacrolimus Etc.-Pedidos 40885 Y 41186- Paciente Iapur, Santiago-Abastecimiento 3 Meses",Contratación  Menor,21/10/2025 15:00 Hrs.,Publicado,416 - HTAL. CARLOS G. DURAND
401-1508-LPU25,Adquisición de un Sistema PET-CT con destino al Hospital María Curie,Licitación Pública,21/10/2025 15:00 Hrs.,Publicado,401 - MINISTERIO DE SALUD
414-1722-LPU25,ADQUISICION DE DETERMINACIONES PARA GASES ARTERIALES Y VENOSOS,Licitación Pública,22/10/2025 08:00 Hrs.,Publicado,414 - HTAL. MARIA CURIE  
415-1755-LPU25,REPUESTO PARA EQUIPO ODONTOLOGICO,Licitación Pública,22/10/2025 09:00 Hrs.,Publicado,415 - HTAL. ODONTOLOGICO JOSE DUEÑAS 
446-1740-LPU25,ADQUISICION SISTEMA DE ACCESO VASCULAR INTRAOSEO - UCIPEC,Licitación Pública,22/10/2025 09:00 Hrs.,Publicado,446 - INSTITUTO DE REHABILITACION PSICOFICA
446-1746-LPU25,ADQUISICIÓN PRODUCTOS DIETÉTICOS - DEPARTAMENTO DE ALIMENTACIÓN,Licitación Pública,22/10/2025 09:00 Hrs.,Publicado,446 - INSTITUTO DE REHABILITACION PSICOFICA
414-3342-CME25,"ADQUISICION DE  ASAS DE LEEP, ELECTRODO DE BOLA PARA LEEP Y MICRO AGUJA DE RADIOFRECUENCIA-GINECOLOG",Contratación  Menor,22/10/2025 09:00 Hrs.,Publicado,414 - HTAL. MARIA CURIE  
430-3352-CME25,PROTESIS DE CADERA-PCTE.GAMARRA AVELINO-TRAUMATOLOGIA,Contratación  Menor,22/10/2025 10:00 Hrs.,Publicado,430 - HTAL. JOSE M.RAMOS MEJIA 
415-1428-LPU25,HEMOSUCTORES RODANTES,Licitación Pública,22/10/2025 10:00 Hrs.,Publicado,415 - HTAL. ODONTOLOGICO JOSE DUEÑAS 
455-3302-CME25,DIGITALIZADOR DE IMAGENES DENTALES (RADIOVISIOGRAFO),Contratación  Menor,22/10/2025 10:00 Hrs.,Publicado,455 - CAI CECILIA GRIERSON
455-3085-CME25,Adquisición deCámara de Video - Proyector,Contratación  Menor,22/10/2025 10:00 Hrs.,Publicado,455 - CAI CECILIA GRIERSON
435-1709-LPU25,ADQUISICION DE INSUMOS PARA LOS SERVICIOS DE ALIMENTACION Y CENTRO DE LACTANCIA MATERNA,Licitación Pública,22/10/2025 10:00 Hrs.,Publicado,435 - HTAL. RAMON SARDA  
455-3119-CME25,Adquisición de Chalecos Plomados para el Servicio de Odontología,Contratación  Menor,22/10/2025 10:00 Hrs.,Publicado,455 - CAI CECILIA GRIERSON
8056-1574-LPU25,Provisión e Instalación de una solución Oracle Zero Data Loss Recovery Appliance 23,Licitación Pública,22/10/2025 11:00 Hrs.,Publicado,8056 - AGENCIA SISTEMAS DE INFORMACION
1112-3300-CME25,"Servicio de plataforma jurídica Online de doctrina, jurisprudencia y legislación",Contratación  Menor,22/10/2025 12:00 Hrs.,Publicado,"1112 - CONSEJO DE LOS DERECHOS DE LAS NIÑAS, NIÑOS Y ADOLESCENTES"
401-1600-LPU25,Adquisición de Equipamiento Médico para Endoscopía Digestiva - 2° Etapa,Licitación Pública,22/10/2025 12:00 Hrs.,Publicado,401 - MINISTERIO DE SALUD
3202-1391-LPU25,"renov. paquete licencias, act. y garantía para la infraestructura de hiperconvergencia nutanix",Licitación Pública,22/10/2025 13:00 Hrs.,Publicado,3202 - Ministerio de Seguridad
416-1619-LPU25,"AUTOANTICUERPOS EN ENFERMEDADES AUTOINMUNES HEPATICAS,ETC LICITACION PUBLICA PED 41075 ABST 6 MESES",Licitación Pública,22/10/2025 15:00 Hrs.,Publicado,416 - HTAL. CARLOS G. DURAND
401-1518-LPU25,Adquisición de Equipamiento para Áreas de Diagnóstico y Tratamiento en Hospitales,Licitación Pública,22/10/2025 15:00 Hrs.,Publicado,401 - MINISTERIO DE SALUD
415-1749-LPU25,INSUMOS PARA ORTODONCIA,Licitación Pública,23/10/2025 09:00 Hrs.,Publicado,415 - HTAL. ODONTOLOGICO JOSE DUEÑAS 
441-1714-LPU25,Reactivos para Hepatitis,Licitación Pública,23/10/2025 10:00 Hrs.,Publicado,441 - HTAL. ABEL ZUBIZARRETA
412-3383-CME25,Provisión de insumos (MICROMALLA PARA OCLUSIÓN VASCULAR),Contratación  Menor,23/10/2025 10:00 Hrs.,Publicado,412 - HTAL. COSME ARGERICH  
429-1680-LPU25,Adquisición de insumos odontológicos,Licitación Pública,23/10/2025 11:00 Hrs.,Publicado,429 - HTAL. ODONTOLOGICO QUINQUELA MARTIN  
401-1261-LPU25,Servicio de Mantenimiento Preventivo y Correctivo de equipos de esterilización diversos Hospitales,Licitación Pública,23/10/2025 13:00 Hrs.,Publicado,401 - MINISTERIO DE SALUD
4002-0671-LPU25,Adquisición de Electroencefalograma con destino al Hosp. Fernández,Licitación Pública,23/10/2025 13:00 Hrs.,Publicado,4002 - ENTE AUTARQUICO INSTITUTO DE TRANSPLANTE                                                
416-3209-CME25,CLIP-COMPRA MENOR PEDIDO N° 41211-ABASTECIMIENTO INMEDIATO-CIRUGIA PEDIATRICA-,Contratación  Menor,23/10/2025 15:00 Hrs.,Publicado,416 - HTAL. CARLOS G. DURAND
426-1751-LPU25,Determinacion de gases en sangre con equipamiento,Licitación Pública,24/10/2025 09:00 Hrs.,Publicado,426 - HTAL. PARMENIO PIÑERO 
420-3271-CME25,TIEMPO DE COAGULACION,Contratación  Menor,24/10/2025 10:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
435-3343-CME25,SERVICIO DE REPARACION DE 4 INCUBADORAS DAVID PARA LA UNIDAD DE NEONATOLOGIA.,Contratación  Menor,24/10/2025 10:00 Hrs.,Publicado,435 - HTAL. RAMON SARDA  
420-1596-LPU25,Serv. de Mantenimiento Equipos de Rayos X,Licitación Pública,24/10/2025 10:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
441-1654-LPU25,Reactivos IH GEL,Licitación Pública,24/10/2025 10:00 Hrs.,Publicado,441 - HTAL. ABEL ZUBIZARRETA
435-3344-CME25,SERVICIO DE REPARACION DE 3 INCUBADORAS DAVID PARA LA UNIDAD DE NEONATOLOGIA.,Contratación  Menor,24/10/2025 11:00 Hrs.,Publicado,435 - HTAL. RAMON SARDA  
420-1685-LPU25,"Adquisición de vendas elásticas, tubos endotraqueales y otros (bloque D)",Licitación Pública,24/10/2025 11:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
420-3339-CME25,Adquisición de balanzas,Contratación  Menor,24/10/2025 11:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
416-3186-CME25,SILLAS - PED. 41218 - ABAST. INMEDIATO,Contratación  Menor,24/10/2025 15:00 Hrs.,Publicado,416 - HTAL. CARLOS G. DURAND
416-3187-CME25,LECTOGRABADORAS - PED. 41219 - ABAST. INMEDIATO,Contratación  Menor,24/10/2025 15:00 Hrs.,Publicado,416 - HTAL. CARLOS G. DURAND
445-1515-LPU25,Mantenimiento procesadora de placas,Licitación Pública,27/10/2025 08:00 Hrs.,Publicado,445 - INSTITUTO PASTEUR  
4800-1602-LPU25,Servicio de Mantenimiento Integral de espacios verdes y tareas complementarias,Licitación Pública,27/10/2025 13:00 Hrs.,Publicado,4800 - Secretaría de Gobierno y Vínculo Ciudadano
422-1702-LPU25,Adquisición de Nutroterapicos,Licitación Pública,28/10/2025 08:00 Hrs.,Publicado,422 - HTAL. BRAULIO MOYANO  
2051-1659-LPU25,Serv.de Soporte de la Infraest. de la Plataforma SAS y Desarrollo y Mantenim. de Procesos BI,Licitación Pública,28/10/2025 13:00 Hrs.,Publicado,2051 - JEFATURA DE GABINETE DE MINISTROS 
4002-1667-LPU25,Adquisición de Ecografo Doppler para estudio Transcraneal destino Hospital J.A. Fernandez,Licitación Pública,28/10/2025 13:00 Hrs.,Publicado,4002 - ENTE AUTARQUICO INSTITUTO DE TRANSPLANTE                                                
623-1305-LPU25,"Servicio de Contratación de Pasajes, Hospedaje y Servicios Conexos para agentes del GCABA",Licitación Pública,28/10/2025 14:00 Hrs.,Publicado,623 - DIR.GRAL.DE COMPRAS Y CONTRATACIONES 
7411-1412-LPU25,"Servicio de lavandería, secado, lavado, retiro y entrega de ropa sin provisión para Hogares/DAP",Licitación Pública,29/10/2025 11:00 Hrs.,Publicado,7411 - MINISTERIO DESARROLLO HUMANO Y HÁBITAT
2051-1318-LPU25,Servicio de Desarrollo y de Mantenimiento del ecosistema de activos Proxy miBA,Licitación Pública,30/10/2025 13:00 Hrs.,Publicado,2051 - JEFATURA DE GABINETE DE MINISTROS 
