Número de proceso,Nombre de proceso,Tipo de proceso,Fecha de apertura,Estado,Unidad ejecutora
2025-315-99-325,ALQUILER DE EQUIPOS DE OXIGENOTERAPIA DOMICILIARIA,Procedimiento Abreviado,15/10/2025 11:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-170-99-2842,Adquisicion de Productos para el Servicio de Farmacia,Procedimiento Abreviado,15/10/2025 11:00 Hrs.,Publicado,103.20.2.1 - Dir. Pcial. Hospitales - Hospital A. Balestrini - La Matanza
2025-148-99-301,ADQUISICIÓN DE INSUMOS PROTÉSICOS,Procedimiento Abreviado,15/10/2025 11:00 Hrs.,Publicado,103.20.3.1 - Dir. Pcial. Hospitales - Hospital Simplemente Evita - Gonzalez Catán
2025-231-137-301,ADQUISICION DE ANTISEPTICOS PARA UPA 4,Procedimiento Abreviado,15/10/2025 11:00 Hrs.,Publicado,103.20.3.1 - Dir. Pcial. Hospitales - Hospital Simplemente Evita - Gonzalez Catán
2025-50-99-271,Adquisición de algodon y guantes para farmacia segun pliego de bases y condiciones,Procedimiento Abreviado,15/10/2025 11:00 Hrs.,Publicado,103.19.3.1 - Dir. Pcial. Hospitales - Hospital El Dique - Ensenada
2025-19-143-359,"Adquisicion de Descartables, solicitado por el Servicio de Farmacia - UPA 10",Procedimiento Abreviado,15/10/2025 11:30 Hrs.,Publicado,103.14.5.1 - Dir. Pcial. Hospitales - Hospital Evita Pueblo - Berazategui
170-0101-CME25,PROVISIÓN DE REPUESTOS PARA HELICÓPTERO MARCA AIRBUS MODELO EC-145.-,Contratación  Menor,15/10/2025 12:00 Hrs.,Publicado,170-MINISTERIO DE SEGURIDAD-MINISTERIO DE SEGURIDAD
2025-362-99-325,Procedimiento abreviado-362-2025-ROLON ROMERO VALDOVINO,Licitación Pública,15/10/2025 12:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-369-99-325,LICITACION PUBLICA - PROCEDIMIENTO ABREVIADO 369- PEREYRA JUAN ALBERTO,Licitación Pública,15/10/2025 12:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-359-99-325,LICITACION PUBLICA - PROCEDIMIENTO ABREVIADO 359-MEIER JUAN CARLOS,Licitación Pública,15/10/2025 12:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-355-99-325,LICITACION PUBLICA - PROCEDIMIENTO ABREVIADO 355-TOLOZA CRISTIAN,Licitación Pública,15/10/2025 12:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-333-99-325,LICITACION PUBLICA - PROCEDIMIENTO ABREVIADO 333-VILLALBA AMBAR,Licitación Pública,15/10/2025 12:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-303-99-325,LICITACION PUBLICA - PROCEDIMIENTO ABREVIADO 303-ALBARRACIN MARCOS ANTONIO,Licitación Pública,15/10/2025 12:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-291-99-325,LICITACION PUBLICA - PROCEDIMIENTO ABREVIADO 291-CISNEROS FACUNDO DANIEL,Licitación Pública,15/10/2025 12:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-290-99-325,LICITACION PUBLICA - PROCEDIMIENTO ABREVIADO 290-ACEVEDO NORMA BEATRIZ,Licitación Pública,15/10/2025 12:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-279-99-325,LICITACION PUBLICA - PROCEDIMIENTO ABREVIADO 279-RAMALLO LUCA EXEQUIEL,Licitación Pública,15/10/2025 12:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-113-99-325,LICITACION PUBLICA - PROCEDIMIENTO ABREVIADO 113-TRONCOSO CASTILLO SHEILA ABRIL,Licitación Pública,15/10/2025 12:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-113-99-325,LICITACION PUBLICA - PROCEDIMIENTO ABREVIADO 113-TRONCOSO CASTILLO SHEILA ABRIL,Licitación Pública,15/10/2025 12:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-420-101-260,PA 420-2025 REPARACION IMPRESORA DE PLACAS,Procedimiento Abreviado,15/10/2025 14:00 Hrs.,Publicado,103.19.8.1 - Dir. Pcial. Hospitales - Hospital Gral. San Martín - La Plata
2025-125-99-292,oxigenoterapia domiciliaria,Procedimiento Abreviado,15/10/2025 14:00 Hrs.,Publicado,101.6.0.8 - Direccion Pcial. de Redes y Regiones - Región Sanitaria VIII
2025-40-2-265,ADQUISICION FILTRO PARA HEMODIALISIS Y OTROS,Licitación Privada,16/10/2025 08:00 Hrs.,Publicado,103.14.11.1 - Dir. Pcial. Hospitales - Hospital L. C. De Gandulfo - L De Zamora
2025-224-99-128,Procedimiento Abreviado N° 224/2025 - Adq. Insumos Cirugia General,Procedimiento Abreviado,16/10/2025 09:00 Hrs.,Publicado,103.13.5.1 - Dir. Pcial. Hospitales - Hospital Eva Perón - San Martín
2025-174-109-331,Insumos para laboratorio de mecanica dental,Procedimiento Abreviado,16/10/2025 09:00 Hrs.,Publicado,105-DIRECCION DE HOSPITALES-DIRECCION PROVINCIAL DE HOSPITALES
2025-188-99-304,INSUMOS PARA HEMODINAMIA 2do llamado,Procedimiento Abreviado,16/10/2025 09:00 Hrs.,Publicado,103.9.1.1 - Dir. Pcial. Hospitales - Hospital J.Penna Bahía Blanca
2025-281-99-301,ADQUISION DE NUTROTERAPICOS Y FORMULAS LACTEAS 2,Procedimiento Abreviado,16/10/2025 09:00 Hrs.,Publicado,103.20.3.1 - Dir. Pcial. Hospitales - Hospital Simplemente Evita - Gonzalez Catán
2025-281-99-301,ADQUISICION DE NUTROTERAPICOS Y FORMULAS LACTEAS 2,Procedimiento Abreviado,16/10/2025 09:00 Hrs.,Publicado,103.20.3.1 - Dir. Pcial. Hospitales - Hospital Simplemente Evita - Gonzalez Catán
2025-79-101-277,Adquisicion de medicamentos,Procedimiento Abreviado,16/10/2025 09:00 Hrs.,Publicado,103.11.1.1 - Dir. Pcial. Hospitales - Hospital Dr. A. Piñeyro - Junín
2025-38-2-335,ADQUISICION DE INDUMENTARIA DE TRABAJO,Licitación Privada,16/10/2025 09:00 Hrs.,Publicado,103.15.5.1 - Dir. Pcial. Hospitales - Hospital Héroes De Malvinas - Merlo
2025-124-99-342,ADQ DE MEDICAMENTOS ANTIEPILEPTICOS (SOLICITADOS POR DCCION PCIAL DE PROMOCION Y PREVENCION DE SALUD,Procedimiento Abreviado,16/10/2025 09:00 Hrs.,Publicado,103.19.4.1 - Dir. Pcial. Hospitales - Hospital San Roque -  Manuel B. Gonnet
2025-80-101-277,Servicio Revision software de Vitrea Base SN: 511427699,Procedimiento Abreviado,16/10/2025 09:30 Hrs.,Publicado,103.11.1.1 - Dir. Pcial. Hospitales - Hospital Dr. A. Piñeyro - Junín
2025-65-101-275,PA N°65/2025 SAMO - FONDOS PROPIOS - COMPRA DE PINZAS PARA EL SERVICIO DE CIRUGÍA -,Procedimiento Abreviado,16/10/2025 09:30 Hrs.,Publicado,103.15.6.1 - Dir. Pcial. Hospitales - Hospital M. Y L. De La Vega - Moreno
2025-10-101-269,Adquisición de sillón Odontológico,Procedimiento Abreviado,16/10/2025 09:30 Hrs.,Publicado,103.18.1.1 - Dir. Pcial. Hospitales - Hospital De Lobos
2025-74-101-266,ADQUISICION DE SELLO PARA COMPRESOR A TORNILLO ATLAS COPCO UPA 3 LANUS,Procedimiento Abreviado,16/10/2025 09:30 Hrs.,Publicado,103.14.7.1 - Dir. Pcial. Hospitales - Hospital Evita - Lanús
2025-168-99-2842,adquisición de insumo protésico para el servicio de ORTOPEDIA Y TRAUMATOLOGIA,Procedimiento Abreviado,16/10/2025 09:30 Hrs.,Publicado,103.20.2.1 - Dir. Pcial. Hospitales - Hospital A. Balestrini - La Matanza
2025-67-101-128,Adq. Monitor Multiparametrico,Procedimiento Abreviado,16/10/2025 09:30 Hrs.,Publicado,103.13.5.1 - Dir. Pcial. Hospitales - Hospital Eva Perón - San Martín
2025-2-102-329,Validación de la cabina de seguridad biológica,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.14.8.1 - Dir. Pcial. Hospitales - Hospital Oncología Lanús
2025-41-99-263,PROTESIS PARA EL PTE AROCA FARDIGHINI NAHUEL - Hospital Municipal de Bahía Blanca,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,101.6.0.1 - Direccion Pcial. de Redes y Regiones - Región Sanitaria I
2025-111-99-291,Prótesis de Traumatología Hurtado Guillermo,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.13.2.1 - Dir. Pcial. Hospitales - Hospital Dr. E. Erill - Escobar
2025-68-101-128,Procedimiento Abreviado N° 68/2025 SAMO,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.13.5.1 - Dir. Pcial. Hospitales - Hospital Eva Perón - San Martín
2025-24-99-332,Procedimiento abreviado n° 24/2025  tercer llamado,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.15.7.1 - Dir. Pcial. Hospitales - Hospital Colonia Cabred - Luján
2025-223-99-293,PROCEDIMIENTO ABREVIADO N° 223/2025 2DO LLAMADO,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.13.4.1 - Dir. Pcial. Hospitales - Hospital M.V.De Martinez - Tigre
2025-355-99-276,Pantalon elastico  y silicona,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.19.7.1 - Dir. Pcial. Hospitales - Hospital Sor M. Ludovica - La Plata
2025-39-101-280,PA SAMO 39/25 - REPARACION DE COLONOSCOPIO FUJINON,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.14.3.1 - Dir. Pcial. Hospitales - Hospital Dr. P. Fiorito - Avellaneda
2025-421-101-260,PA 421-2025 BATERIAS DE CICLO PROFUNDO,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.19.8.1 - Dir. Pcial. Hospitales - Hospital Gral. San Martín - La Plata
2025-23-101-273,PA 23/2025 SAMO POR LA REPARACION DE VIDEOCOLONOSCOPIO Y VIDEOGASTROSCOPIO MARCA SONOSCAPE,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.13.3.1 - Dir. Pcial. Hospitales - Hospital Gral. M. Belgrano - San Martín
2025-17-147-318,PA 17/2025 SPLITS,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,101.6.0.4 - Direccion Pcial. de Redes y Regiones - Región Sanitaria IV
2025-74-99-286,MANTENIMIENTO DE ASCENSORES 2DO.SEMESTRE,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.12.3.1 - Dir. Pcial. Hospitales - Hospital San Felipe - San Nicolas
2025-75-101-266,MALLA SEPARADORA DE TEJIDOS - PACIENTE FUENTES MARTIN,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.14.7.1 - Dir. Pcial. Hospitales - Hospital Evita - Lanús
2025-105-99-264,LABORATORIO (DESCARTABLES DESIERTOS  REQ.73698),Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,105.1.0.3 - Hospital Dr. Ramon Carrillo - San Vicente
2025-168-99-331,Itraconazol comprimidos,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.19.10.1 - Dir. Pcial. Hospitales - Hospital San J. De Dios - La Plata
2025-118-99-335,INSUMOS PARA LABORATORIO,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.15.5.1 - Dir. Pcial. Hospitales - Hospital Héroes De Malvinas - Merlo
2025-61-99-263,DESCARTABLES-PTE RIZZO GRACIELA ESTER - HMBB.,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,101.6.0.1 - Direccion Pcial. de Redes y Regiones - Región Sanitaria I
2025-50-101-310,Contratación del servicio de restauración y pintado del Edificio Bioterio,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,96-MINISTERIO DE SALUD - SEDE CENTRAL - -DIRECCION PROVINCIAL INSTITUTO BIOLOGICO DR. TOMAS PERON
2-1463-LPR25,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO DE ASCENSORES PARA EL AÑO 2026 - MINISTERIO PÚBLICO,Licitación Privada,16/10/2025 10:00 Hrs.,Publicado,2 -PODER JUDICIAL-MINISTERIO PUBLICO-PROCURACION GENERAL
2025-129-99-339,ADQUISICION MATERIALES UCO UTI,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.15.3.1 - Dir. Pcial. Hospitales - Hospital Dr. L. Güemes - Haedo
2025-188-99-300,Adquisicion de pilas,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.14.1.1 - Dir. Pcial. Hospitales - Hospital  Dr. L. Melendez - Adrogué
2025-29-99-313,Adquisición de Medicamentos desestimados y desiertos PA 25/2025,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.19.6.1 - Dir. Pcial. Hospitales - Hospital R. Mejía - La Plata
2025-57-99-341,ADQUISICION DE MEDICAMENTOS (PROEPI),Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.19.15.1 - Dir. Pcial. Hospitales - Hospital Dr. N. Sbarra - La Plata
2025-119-99-358,ADQUISICION DE INSUMOS PARA CIRUGIA CARDIOVASCULAR,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.15.2.1 - Dir. Pcial. Hospitales - Hospital  V. Lopez Y Planes - Gral Rodríguez
2025-160-99-264,ADQUISICION DE ARPON Y PUNTA DE SHAVER - PTE. SALAS OLGA,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.15.1.1 - Dir. Pcial. Hospitales - Hospital Dr. R Carrillo - Tres De Febrero
2025-142-99-262,ADQ. DE DESCARTABLES DE LABORATORIO DESIERTOS,Procedimiento Abreviado,16/10/2025 10:00 Hrs.,Publicado,103.16.2.1 - Dir. Pcial. Hospitales - Hospital Dr. Alende - Mar Del Plata
2025-73-101-266,REPARACION DE BOMBAS SUMERGIBLES,Procedimiento Abreviado,16/10/2025 10:30 Hrs.,Publicado,103.14.7.1 - Dir. Pcial. Hospitales - Hospital Evita - Lanús
2025-66-99-263,"PA 66/2025 - CARABAJAL LUIS HORACIO - PROTESIS CADERA NO CEMENTADA
",Procedimiento Abreviado,16/10/2025 10:30 Hrs.,Publicado,101.6.0.1 - Direccion Pcial. de Redes y Regiones - Región Sanitaria I
2025-106-99-264,LIMPIEZA INSTITUCIONAL ( INSUMOS RECHAZADOS REQ 731463),Procedimiento Abreviado,16/10/2025 10:30 Hrs.,Publicado,105.1.0.3 - Hospital Dr. Ramon Carrillo - San Vicente
2025-20-143-359,"Adquisición de Insumos de Odontología, solicitado por el servicio de Odontología -  UPA10",Procedimiento Abreviado,16/10/2025 10:30 Hrs.,Publicado,103.14.5.1 - Dir. Pcial. Hospitales - Hospital Evita Pueblo - Berazategui
2025-129-99-335,ADQUISICION DE DELANTALES PLOMADOS,Procedimiento Abreviado,16/10/2025 10:30 Hrs.,Publicado,103.15.5.1 - Dir. Pcial. Hospitales - Hospital Héroes De Malvinas - Merlo
179-0807-LPU25,PROVISIÓN DE EQUIPOS DE PROTECCION PERSONAL PARA BOMBEROS.-,Licitación Pública,16/10/2025 11:00 Hrs.,Publicado,179-MINISTERIO DE SEGURIDAD-SUPERINTENDENCIA GENERAL DE LA POLICIA
2025-122-99-279,PROTESIS TRAUMATOLOGICA,Procedimiento Abreviado,16/10/2025 11:00 Hrs.,Publicado,103.19.1.1 - Dir. Pcial. Hospitales - Hospital Dr. V. Larrain - Berisso
2025-112-99-291,Prótesis de Traumatología Vega Patricia Estela,Licitación Pública,16/10/2025 11:00 Hrs.,Publicado,103.13.2.1 - Dir. Pcial. Hospitales - Hospital Dr. E. Erill - Escobar
2025-356-99-276,Pantalon elastico  y silicona,Procedimiento Abreviado,16/10/2025 11:00 Hrs.,Publicado,103.19.7.1 - Dir. Pcial. Hospitales - Hospital Sor M. Ludovica - La Plata
2025-116-99-275,PA N° 116/2025 - INSUMOS PROTESICOS  - TRAUMATOLOGIA - H.Z.G. MARIANO Y LUCIANO  DE LA VEGA,Procedimiento Abreviado,16/10/2025 11:00 Hrs.,Publicado,103.15.6.1 - Dir. Pcial. Hospitales - Hospital M. Y L. De La Vega - Moreno
PAB-0029-2025,PA 29/2025 - MANTENIMIENTO DE ASCENSORES,Procedimiento Abreviado,16/10/2025 11:00 Hrs.,Publicado,83-MINISTERIO DE SALUD - SEDE CENTRAL -US de Vías Respiratorias Dr. Germán Argerich
2025-175-99-333,PA 175/2025 - RENTAS - SUERO 3,Procedimiento Abreviado,16/10/2025 11:00 Hrs.,Publicado,103.12.2.1 - Dir. Pcial. Hospitales - Hospital San José - Pergamino
2025-232-2-299,LICITACION PRIVADA N° 232/25 - SERVICIO DE CABLEADO DE RED INFORMATICA CON PROVISION DE MATERIALES:,Licitación Privada,16/10/2025 11:00 Hrs.,Publicado,103.20.1.1 - Dir. Pcial. Hospitales - Hospital Dr. M. D. Paroissien - La Matanza
550-0306-CDI25,Indumentaria de verano,Contratación Directa,16/10/2025 11:00 Hrs.,Publicado,550 - ORGANISMO PROVINCIAL DE LA NIÑEZ Y ADOLESCENCIA - ORG PROV DE LA NIÑEZ ORGANISMO PROVINCIAL DE LA NIÑEZ Y ADOLESCENCIA 
2025-340-99-325,ALQUILER DE EQUIPOS DE OXIGENOTERAPIA DOMICILIARIA,Procedimiento Abreviado,16/10/2025 11:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-339-99-325,ALQUILER DE EQUIPOS DE OXIGENOTERAPIA DOMICILIARIA,Procedimiento Abreviado,16/10/2025 11:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-341-99-325,ALQUILER DE EQUIPOS DE OXIGENOTERAPIA DOMICILIARIA,Procedimiento Abreviado,16/10/2025 11:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-343-99-325,ALQUILER DE EQUIPOS DE OXIGENOTERAPIA DOMICILIARIA,Procedimiento Abreviado,16/10/2025 11:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-254-99-325,ALQUILER DE EQUIPOS DE OXIGENOTERAPIA DOMICILIARIA,Procedimiento Abreviado,16/10/2025 11:00 Hrs.,Publicado,101.6.0.5 - Direccion Pcial. de Redes y Regiones - Región Sanitaria V
2025-209-101-262,ADQUISICION DE REPUESTOS SANITARIOS,Procedimiento Abreviado,16/10/2025 11:00 Hrs.,Publicado,103.16.2.1 - Dir. Pcial. Hospitales - Hospital Dr. Alende - Mar Del Plata
614-0854-LPU25,"ADQUISICIÓN DE INSUMOS CARDIOVASCULARES, DE ORIGEN NACIONAL E IMPORTADO 2025",Licitación Pública,16/10/2025 11:00 Hrs.,Publicado,614 - ORGANISMO PROVINCIAL DE CONTRATACIONES
2025-261-99-301,ADQUISICION DE ENDOPROTESIS,Procedimiento Abreviado,16/10/2025 11:00 Hrs.,Publicado,103.20.3.1 - Dir. Pcial. Hospitales - Hospital Simplemente Evita - Gonzalez Catán
2025-113-99-291,Prótesis de Traumatología Carrizo Leandro,Procedimiento Abreviado,16/10/2025 11:30 Hrs.,Publicado,103.13.2.1 - Dir. Pcial. Hospitales - Hospital Dr. E. Erill - Escobar
2025-229-99-266,Adquisicion de Kit de Reactivos y Consumibles - Servicio de Anatomia Patologica,Procedimiento Abreviado,16/10/2025 11:30 Hrs.,Publicado,103.14.7.1 - Dir. Pcial. Hospitales - Hospital Evita - Lanús
2025-21-143-359,"Adquisición de Insumos Farmacéuticos y Medicinales, solicitado por el Servicio de  Farmacia UPA 10",Procedimiento Abreviado,16/10/2025 11:30 Hrs.,Publicado,103.14.5.1 - Dir. Pcial. Hospitales - Hospital Evita Pueblo - Berazategui
2025-104-99-275,2DO LLAMADO - PA N° 104/2025-INSUMOS PROTESICOS-TRAUMATOLOGIA-H.Z.G. MARIANO Y LUCIANO  DE LA VEGA,Procedimiento Abreviado,16/10/2025 11:30 Hrs.,Publicado,103.15.6.1 - Dir. Pcial. Hospitales - Hospital M. Y L. De La Vega - Moreno
2025-16-101-345,PROCEDIMIENTO ABREVIADO SAMO 16-2025 SERVICIO DE INSTALACIONES DE AIRES ACONDICIONADOS,Procedimiento Abreviado,16/10/2025 13:00 Hrs.,Publicado,103.19.20.1 - Dir. Pcial. Hospitales - Hospital Z.Videla Dorna - S. Miguel Del Monte
2025-422-101-260,PA 422-2025 CABLE PACIENTE,Procedimiento Abreviado,16/10/2025 14:00 Hrs.,Publicado,103.19.8.1 - Dir. Pcial. Hospitales - Hospital Gral. San Martín - La Plata
2025-452-101-265,ADQUISICION DE TRANSDUCTOR DE ULTRASONIDO PARA ECOGRAFIA,Procedimiento Abreviado,17/10/2025 08:00 Hrs.,Publicado,103.14.11.1 - Dir. Pcial. Hospitales - Hospital L. C. De Gandulfo - L De Zamora
2025-465-99-265,"ADQUISICION DE PROTESIS PACIENTE VELAZQUEZ ENRIQUE PLACA, TORNILLO, TUBO Y CLAVO",Procedimiento Abreviado,17/10/2025 08:30 Hrs.,Publicado,103.14.11.1 - Dir. Pcial. Hospitales - Hospital L. C. De Gandulfo - L De Zamora
2025-45-99-349,PROCEDIMIENTO ABREVIADO 45-2025  inyectables,Procedimiento Abreviado,17/10/2025 09:00 Hrs.,Publicado,103.12.1.1 - Dir. Pcial. Hospitales - Hospital  N.S. Del Carmen - C. De Areco
2025-399-101-268,PA 399/25,Procedimiento Abreviado,17/10/2025 09:00 Hrs.,Publicado,103.19.9.1 - Dir. Pcial. Hospitales - Hospital Dr. R. Rossi - La Plata
2025-195-99-336,MEDICAMENTOS PROGRAMA PROEPI,Procedimiento Abreviado,17/10/2025 09:00 Hrs.,Publicado,103.14.13.1 - Dir. Pcial. Hospitales - Hospital A.Oñativia - Alte. Brown
2025-73-99-350,"Insumos Protésicos (Paciente Vargas , Mateo), SEGUNDO LLAMADO.",Procedimiento Abreviado,17/10/2025 09:00 Hrs.,Publicado,103.14.12.1 - Dir. Pcial. Hospitales - Hospital Dr. I. Iriarte - Quilmes
2025-119-99-323,Adquisicion de protesis Paciente Saliette Luis,Procedimiento Abreviado,17/10/2025 09:00 Hrs.,Publicado,103.19.12.1 - Dir. Pcial. Hospitales - Hospital Dr. R. Gutiérrez - La Plata
2025-61-101-333,"2do llamado, INSTALACION DE EQUIPOS DE AIRE ACONDICIONADO SALA DE SERVIDORES - MANTEMINIENTO",Procedimiento Abreviado,17/10/2025 09:00 Hrs.,Publicado,103.12.2.1 - Dir. Pcial. Hospitales - Hospital San José - Pergamino
2025-106-99-275,Tercer Llamado - PA 106/2025 Insumos Protésicos / Traumatología H.Z.G. Mariano y Luciano de la Vega,Procedimiento Abreviado,17/10/2025 09:30 Hrs.,Publicado,103.15.6.1 - Dir. Pcial. Hospitales - Hospital M. Y L. De La Vega - Moreno
2025-55-101-275,"PA 55/2025 SAMO - FONDOS PROPIOS-COMPRA DE COMPUTADORAS,MONITORES Y PLACAS DE VIDEO PARA INFORMATICA",Procedimiento Abreviado,17/10/2025 09:30 Hrs.,Publicado,103.15.6.1 - Dir. Pcial. Hospitales - Hospital M. Y L. De La Vega - Moreno
2025-214-99-448,OXIGENOTERAPIA DOMICILIARIA,Procedimiento Abreviado,17/10/2025 09:30 Hrs.,Publicado,101.6.0.12 - Direccion Pcial. de Redes y Regiones - Región Sanitaria XII
2025-81-101-277,ADQUISICION DE CARDIODESFIBRILADOR,Procedimiento Abreviado,17/10/2025 09:30 Hrs.,Publicado,103.11.1.1 - Dir. Pcial. Hospitales - Hospital Dr. A. Piñeyro - Junín
2025-104-99-259,TUBOS PARA LABORATORIO 2,Procedimiento Abreviado,17/10/2025 10:00 Hrs.,Publicado,103.14.9.1 - Dir. Pcial. Hospitales - Hospital Dr. N. López - Lanús
2025-119-99-279,Soluciones desiertas,Procedimiento Abreviado,17/10/2025 10:00 Hrs.,Publicado,103.19.1.1 - Dir. Pcial. Hospitales - Hospital Dr. V. Larrain - Berisso
2025-146-99-11471,SERVICIO DE REPARACIONES EDILICIAS (CUBIERTA FARMACIA),Procedimiento Abreviado,17/10/2025 10:00 Hrs.,Publicado,103.14.4.1 - Dir. Pcial. Hospitales - Hospital Dr. Eduardo Wilde - Avellaneda
105-0231-CDI25,Servicio de mantenimiento preventivo y correctivo del equipamiento de Cámaras Gamma marca Philips,Contratación Directa,17/10/2025 10:00 Hrs.,Publicado,105-DIRECCION DE HOSPITALES-DIRECCION PROVINCIAL DE HOSPITALES
2025-110-99-302,Servicio de mantenimiento de ascensores,Procedimiento Abreviado,17/10/2025 10:00 Hrs.,Publicado,103.16.1.1 - Dir. Pcial. Hospitales - Hospital  Don Victorio Tetamanti - Mar Del Plata
2025-50-99-316,REPUESTOS Y ACCESORIOS DE MANTENIMIENTO,Procedimiento Abreviado,17/10/2025 10:00 Hrs.,Publicado,103.17.1.1 - Dir. Pcial. Hospitales - Hospital A. Diego - Azul
2025-74-101-304,REPARACION DE EQUIPOS DE HEMODIALISIS NP 24136-NP 24135-NP 24133-NP 16766-NP 24134,Procedimiento Abreviado,17/10/2025 10:00 Hrs.,Publicado,103.9.1.1 - Dir. Pcial. Hospitales - Hospital J.Penna Bahía Blanca
3-13432-PAB25,Renovación de licencias antivirus para el Organismo. Año 2026.,Procedimiento Abreviado,17/10/2025 10:00 Hrs.,Publicado,3-FISCALIA DE ESTADO-DIRECCION GENERAL DE ADMINISTRACION
2025-115-99-307,REACTIVOS MANUALES - LABORATORIO (SEGUNDO LLAMADO),Procedimiento Abreviado,17/10/2025 10:00 Hrs.,Publicado,103.13.9.1 - Dir. Pcial. Hospitales - Hospital Virgen Del Carmen - Zárate
2025-47-99-263,PROTESIS PARA LA PTE NAVARRETE LUCIANA - Hospital Municipal de Bahía Blanca,Procedimiento Abreviado,17/10/2025 10:00 Hrs.,Publicado,101.6.0.1 - Direccion Pcial. de Redes y Regiones - Región Sanitaria I
2025-57-101-275,PA N°57/2025 SAMO FONDOS PROPIOS - REPARACION INCUBADORA - TERAPIA INTENSIVA NEO - UPA 12 HM5,Procedimiento Abreviado,17/10/2025 10:00 Hrs.,Publicado,103.15.6.1 - Dir. Pcial. Hospitales - Hospital M. Y L. De La Vega - Moreno
2025-94-99-273,PA 94/2025 ADQUISICION DE SUTURA MECANICA Y RECARGA DE SUTURA PACIENTE PAVON JUAN,Procedimiento Abreviado,17/10/2025 10:00 Hrs.,Publicado,103.13.3.1 - Dir. Pcial. Hospitales - Hospital Gral. M. Belgrano - San Martín
2025-70-99-338,PA 70/2025 ADQUISICION DE INSULINA RENGLON DESIERTOS Y RECHAZADOS,Procedimiento Abreviado,17/10/2025 10:00 Hrs.,Publicado,103.19.2.1 - Dir. Pcial. Hospitales - Hospital Dr. H. Cestino - Ensenada
2025-64-99-263,PA 64/2025 - ACUÑA EZEQUIEL SEBASTIAN - CLAVO ENDOMEDULAR CON ANTIBIOTICOS DE TIBIA ANTEROGRADO,Procedimiento Abreviado,17/10/2025 10:00 Hrs.,Publicado,101.6.0.1 - Direccion Pcial. de Redes y Regiones - Región Sanitaria I
